[CLIENT] TX: 050102CF08
[CLIENT] RX OK: 0C010200009562120400113C1200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200009663150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C0102000097601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B0C07000000FF800000120400113D1200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200009863150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000996A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B0D01000000FF800000
[CLIENT] RX OK: 0C010200009A62120400113E1200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200009B63150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C010200009C601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B0E02000000FF800000120400113F1200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200009D63150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200009E6A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B0F03000000FF800000
[CLIENT] RX OK: 0C010200009F6212040011401200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000A063150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C01020000A1601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B0F03121C29FF80000012040011411200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000A263150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000A36A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B1004120735FF800000
[CLIENT] RX OK: 0C01020000A46212040011421200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000A563150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C01020000A6601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B1105122133FF80000012040011431200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000A763150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000A86A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B1401120E3BFF800000
[CLIENT] RX OK: 0C01020000A96212040011441200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000AA63150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C01020000AB601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B1502113128FF80000012040011451200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000AC63150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000AD6A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B16030E2810FF800000
[CLIENT] RX OK: 0C01020000AE6212040011461200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000AF63150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C01020000B0601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B1704121F23FF80000012040011471200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000B163150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000B26A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B1805120D38FF800000
[CLIENT] RX OK: 0C01020000B36212040011481200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000B463150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C01020000B5601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B1B01120C07FF80000012040011491200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000B663150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000B76A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B1C02121326FF800000
[CLIENT] RX OK: 0C01020000B862120400114A1200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000B963150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C01020000BA601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B1E04000000FF800000120400114B1200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000BB63150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000BC6A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B1E04131237FF800000
[CLIENT] RX OK: 0C01020000BD62120400114C1200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000BE63150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C01020000BF601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10C0105113033FF800000120400114D1200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000C063150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000C16A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10C0502000000FF800000
[CLIENT] RX OK: 0C01020000C262120400114E1200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000C363150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C01020000C4601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10C050212142BFF800000120400114F1200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000C563150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000C66A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10C0603121633FF800000
[CLIENT] RX OK: 0C01020000C76212040011501200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000C863150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C01020000C9601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10C0704132E1CFF8000001204001151120000150000000000002F78150000000000002F78150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000CA63150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000CB6A15000000000000077E15000000000000077E150000000000000000150000000000000000150000000000000000150000000000002F78150000000000002F78150000000000000000150000000000000000150000000000000000021D090C07E10C0805123939FF800000
[CLIENT] RX OK: 0C01020000CC6212040011521200001500000000000046CD1500000000000046CD150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000CD63150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000046CD
[CLIENT] RX OK: 0C01020000CE601500000000000046CD150000000000000000150000000000000000150000000000000000021D090C07E10C0C02000000FF8000001204001153120000150000000000006C881500000000000069951500000000000002F3150000000000000000
[CLIENT] RX OK: 0C01020000CF63150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000D06A15000000000000077E15000000000000077E150000000000000000150000000000000000150000000000000000150000000000006C881500000000000069951500000000000002F3150000000000000000150000000000000000021D090C07E10C0D03000000FF800000
[CLIENT] RX OK: 0C01020000D162120400115412000015000000000000A230150000000000008B9F150000000000001691150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000D263150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E15000000000000000015000000000000000015000000000000000015000000000000A230
[CLIENT] RX OK: 0C01020000D360150000000000008B9F150000000000001691150000000000000000150000000000000000021D090C07E10C0D03120423FF800000120400115512000015000000000000A230150000000000008B9F150000000000001691150000000000000000
[CLIENT] RX OK: 0C01020000D463150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020100D55A15000000000000077E15000000000000077E15000000000000000015000000000000000015000000000000000015000000000000A230150000000000008B9F150000000000001691150000000000000000150000000000000000
